ImageID,Date,Location
427,89,17
428,278,6
429,335,1
430,251,1
431,75,17
432,318,2
433,61,15
434,60,15
435,101,20
436,260,4
437,209,6
438,249,1
439,247,10
440,202,3
441,88,3
442,315,14
443,151,12
444,197,9
445,347,17
446,85,3
447,80,6
448,314,14
449,86,1
450,194,6
451,138,8
452,177,8
453,305,9
454,341,6
455,12,16
456,29,10
457,257,12
458,173,11
459,314,5
460,232,8
461,32,13
462,270,16
463,301,20
464,198,20
465,62,3
466,159,6
467,300,13
468,247,13
469,17,13
470,56,6
471,126,12
472,126,6
473,39,18
474,195,18
475,195,6
476,352,18
477,290,8
478,94,15
479,139,14
480,1,1
481,230,1
482,28,18
483,131,2
484,318,12
485,338,12
486,322,2
487,13,16
488,54,16
489,21,6
490,54,16
491,60,14
492,213,15
493,333,12
494,302,6
495,46,19
496,196,4
497,296,6
498,209,3
499,194,19
500,254,16
501,360,1
502,34,18
503,51,12
504,137,20
505,191,11
506,55,14
507,202,5
508,197,20
509,148,11
510,311,12
511,87,15
512,283,13
513,259,7
514,228,6
515,69,17
516,43,1
517,218,9
518,123,10
519,202,18
520,196,5
521,217,12
522,34,8
523,124,3
524,249,17
525,320,11
526,215,6
527,147,1
528,308,5
529,236,7
530,274,3
531,58,18
532,35,16
533,11,18
534,186,11
535,23,16
536,195,6
537,98,18
538,199,7
539,85,20
540,275,8
541,204,19
542,94,18
543,46,20
544,116,1
545,95,2
546,304,10
547,142,9
548,160,17
549,120,9
550,56,18
551,24,5
552,20,17
553,121,7
554,213,5
555,227,16
556,85,14
557,23,3
558,174,20
559,312,12
560,173,18
561,134,11
562,108,19
563,78,10
564,266,8
565,324,14
566,135,8
567,181,15
568,13,6
569,281,3
570,364,12
571,199,4
572,322,12
573,76,8
574,263,13
575,182,5
576,276,3
577,158,14
578,260,17
579,87,6
580,112,8
581,363,19
582,72,9
583,42,17
584,3,17
585,6,17
586,19,19
587,180,14
588,244,17
589,318,15
590,26,11
591,167,8
592,351,14
593,147,17
594,157,19
595,81,11
596,109,3
597,355,18
598,320,4
599,58,7
600,305,10
601,283,3
602,226,6
603,76,8
604,47,10
605,93,16
606,53,17
607,52,1
608,102,14
609,90,20
610,251,13
611,153,17
612,260,4
613,120,9
614,205,17
615,147,8
616,207,11
617,226,9
618,266,10
619,134,2
620,182,19
621,79,9
622,327,18
623,36,20
624,9,2
625,132,5
626,93,3
627,122,14
628,98,10
629,278,9
630,282,4
631,138,18
632,121,5
633,199,20
634,301,14
635,271,18
636,194,15
637,206,16
638,363,3
639,288,16
640,65,7
641,317,18
642,314,10
643,20,8
644,290,2
645,221,18
646,206,3
647,60,10
648,106,2
649,281,20
650,2,3
651,122,7
652,100,19
653,11,15
654,275,10
655,126,3
656,319,1
657,67,11
658,162,17
659,191,12
660,32,9
661,364,2
662,164,15
663,237,2
664,4,16
665,349,13
666,16,13
667,54,18
668,357,2
669,42,20
670,314,20
671,279,13
672,172,20
673,188,11
674,110,19
675,314,14
676,46,10
677,227,9
678,313,18
679,275,20
680,162,18
681,89,6
682,337,18
683,71,8
684,198,15
685,291,4
686,312,10
687,138,20
688,202,2
689,169,11
690,178,7
691,78,1
692,159,15
693,76,20
694,91,13
695,281,6
696,223,3
697,9,15
698,157,2
699,176,8
700,149,11
701,340,1
702,240,10
703,233,19
704,361,13
705,232,12
706,311,2
707,92,19
708,197,5
709,139,5
710,251,2
711,118,7
712,13,15
713,67,15
714,171,11
715,130,5
716,54,6
717,307,4
718,66,1
719,265,9
720,287,12
721,320,4
722,141,12
723,17,14
724,27,10
725,355,6
726,81,10
727,20,16
728,174,2
729,197,1
730,13,19
731,33,1
732,284,3
733,62,9
734,124,12
735,239,8
736,319,10
737,139,18
738,191,5
739,60,4
740,87,8
741,156,4
742,7,18
743,133,8
744,257,5
745,9,10
746,35,12
747,110,19
748,158,16
749,157,19
750,275,15
751,114,3
752,143,9
753,54,3
754,241,17
755,13,10
756,193,20
757,218,10
758,30,16
759,174,20
760,35,20
761,21,4
762,93,15
763,9,14
764,8,4
765,259,11
766,34,7
767,130,6
768,34,14
769,206,7
770,115,6
771,56,2
772,31,6
773,216,5
774,10,16
775,349,11
776,354,9
777,159,19
778,354,1
779,93,20
780,95,4
781,71,8
782,210,19
783,336,2
784,302,4
785,7,18
786,150,7
787,276,12
788,242,8
789,234,17
790,263,10
791,341,20
792,8,19
793,270,13
794,223,13
795,182,1
796,163,19
797,245,7
798,11,2
799,85,10
800,191,15
801,296,10
802,70,5
803,331,10
804,355,3
805,260,19
806,137,4
807,342,11
808,326,13
809,42,9
810,100,16
811,302,7
812,300,5
813,321,20
814,313,12
815,98,1
816,154,9
817,191,17
818,211,4
819,220,16
820,211,6
821,344,13
822,176,14
823,160,18
824,320,11
825,364,18
826,226,3
827,320,2
828,113,17
829,101,1
830,80,10
831,354,2
832,304,11
833,165,11
834,28,12
835,243,5
836,340,20
837,57,4
838,303,4
839,44,9
840,20,2
841,16,18
842,108,12
843,16,17
844,183,17
845,324,8
846,40,8
847,134,8
848,24,5
849,168,18
850,209,10
851,77,1
852,133,10
853,347,14
854,39,14
855,270,8
856,264,2
857,324,13
858,36,20
859,135,12
860,38,20
861,247,14
862,364,20
863,42,18
864,129,18
865,358,3
866,99,3
867,142,5
868,320,7
869,206,11
870,95,2
871,312,2
872,130,18
873,176,19
874,17,15
875,201,14
876,199,20
877,313,20
878,324,12
879,190,8
880,243,9
881,264,2
882,195,13
883,336,11
884,98,15
885,81,10
886,237,20
887,7,14
888,78,4
889,90,19
890,261,16
891,36,16
892,274,11
893,131,7
894,1,14
895,239,17
896,202,4
897,138,13
898,312,13
899,310,17
900,251,13
901,103,14
902,195,16
903,117,13
904,354,5
905,174,17
906,174,19
907,274,16
908,308,7
909,189,5
910,89,17
911,192,16
912,43,15
913,298,13
914,295,14
915,169,7
916,38,3
917,34,16
918,204,18
919,84,16
920,25,18
921,91,9
922,85,19
923,115,6
924,253,16
925,225,2
926,324,16
927,249,1
928,59,18
929,250,5
930,51,15
931,331,1
932,197,5
933,184,20
934,229,19
935,167,17
936,354,18
937,330,5
938,213,5
939,290,16
940,122,16
941,63,20
942,71,7
943,241,19
944,50,4
945,295,1
946,144,12
947,65,17
948,195,2
949,40,19
950,246,15
951,75,11
952,308,15
953,252,1
954,346,5
955,337,7
956,242,17
957,29,4
958,286,8
959,218,2
960,299,3
961,335,18
962,228,8
963,93,11
964,255,16
965,165,7
966,346,13
967,168,20
968,25,5
969,353,11
970,286,18
971,179,15
972,159,16
973,258,11
974,250,13
975,29,18
976,315,14
977,263,19
978,137,20
979,47,4
980,319,12
981,98,9
982,65,1
983,37,14
984,41,20
985,268,19
986,194,18
987,312,5
988,342,16
989,104,1
990,80,2
991,184,17
992,125,14
993,341,7
994,6,6
995,301,5
996,29,7
997,161,4
998,30,6
999,37,17
1000,136,18
1001,271,9
1002,63,15
1003,350,1
1004,359,9
1005,7,19
1006,286,8
1007,148,8
1008,247,16
1009,90,13
1010,207,13
1011,47,18
1012,328,7
1013,118,16
1014,85,7
1015,335,10
1016,116,8
1017,89,13
1018,216,6
1019,115,15
1020,115,9
1021,104,2
1022,84,5
1023,28,16
1024,4,18
1025,233,3
1026,341,6
1027,49,4
1028,221,6
1029,116,9
1030,288,5
1031,259,2
1032,223,1
1033,196,18
1034,182,8
1035,298,3
1036,233,17
1037,235,13
1038,268,14
1039,211,3
1040,7,5
1041,358,1
1042,324,7
1043,333,18
1044,250,10
1045,78,7
1046,278,18
1047,240,1
1048,355,17
1049,75,7
1050,100,20
1051,272,1
1052,15,3
1053,131,18
1054,83,1
1055,75,2
1056,210,7
1057,261,10
1058,55,1
1059,258,15
1060,65,3
1061,227,3
1062,273,7
1063,44,10
1064,331,16
1065,30,14
1066,294,1
1067,26,14
1068,12,13
1069,188,15
1070,150,1
1071,8,13
1072,291,18
1073,57,13
1074,78,9
1075,245,19
1076,317,1
1077,230,9
1078,184,20
1079,315,2
1080,262,7
1081,59,6
1082,213,10
1083,239,7
1084,187,7
1085,238,20
1086,80,3
1087,129,15
1088,77,20
1089,122,17
1090,212,8
1091,290,8
1092,270,4
1093,216,20
1094,11,5
1095,157,1
1096,76,13
1097,83,3
1098,73,12
1099,182,17
1100,239,9
1101,62,9
1102,15,16
1103,115,2
1104,183,14
1105,92,17
1106,184,9
1107,192,11
1108,80,15
1109,259,15
1110,298,14
1111,330,1
1112,137,16
1113,299,3
1114,249,16
1115,334,4
1116,120,18
1117,346,12
1118,204,10
1119,134,8
1120,93,2
1121,273,18
1122,210,19
1123,192,14
1124,23,13
1125,48,19
1126,267,13
1127,100,20
1128,231,2
1129,362,8
1130,108,5
1131,195,16
1132,268,1
1133,127,9
1134,301,18
1135,243,18
1136,255,8
1137,274,13
1138,206,4
1139,210,13
1140,234,6
1141,221,10
1142,130,1
1143,72,14
1144,37,18
1145,26,6
1146,253,20
1147,253,11
1148,194,20
1149,24,8
1150,342,11
1151,138,19
1152,120,14
1153,196,15
1154,79,9
1155,153,9
1156,197,10
1157,321,13
1158,17,18
1159,170,17
1160,288,1
1161,146,6
1162,81,11
1163,110,15
1164,359,3
1165,120,19
1166,3,5
1167,253,10
1168,162,11
1169,235,13
1170,192,7
1171,98,19
1172,193,18
1173,268,5
1174,120,13
1175,286,1
1176,133,1
1177,157,15
1178,281,2
1179,282,7
1180,254,2
1181,336,4
1182,31,17
1183,209,15
1184,307,7
1185,134,6
1186,52,3
1187,49,13
1188,27,10
1189,115,4
1190,200,3
1191,157,12
1192,156,6
1193,251,1
1194,195,3
1195,250,10
1196,311,5
1197,102,3
1198,21,14
1199,105,5
1200,246,11
1201,140,5
1202,78,11
1203,286,16
1204,333,6
1205,212,17
1206,71,12
1207,89,17
1208,51,17
1209,29,19
1210,334,16
1211,206,14
1212,218,9
1213,179,5
1214,345,1
1215,287,3
1216,270,18
1217,32,16
1218,19,11
1219,319,11
1220,127,13
1221,312,6
1222,75,19
1223,72,11
1224,79,5
1225,299,20
1226,61,8
1227,352,7
1228,298,8
1229,323,7
1230,80,2
1231,36,2
1232,253,5
1233,169,7
1234,290,4
1235,11,7
1236,111,3
1237,230,20
1238,218,5
1239,233,11
1240,346,8
1241,80,17
1242,254,19
1243,291,3
1244,265,16
1245,157,19
1246,62,19
1247,95,16
1248,214,2
1249,32,3
1250,318,9
1251,193,19
1252,187,17
1253,327,9
1254,74,18
1255,161,1
1256,213,18
1257,236,14
1258,139,15
1259,297,9
1260,210,20
1261,232,1
1262,101,13
1263,214,18
1264,124,3
1265,232,6
1266,5,18
1267,8,12
1268,155,14
1269,180,8
1270,29,4
1271,351,12
1272,252,15
1273,357,3
1274,87,8
1275,103,1
1276,69,3
1277,114,15
1278,173,12
1279,196,17
1280,304,13
1281,278,7
1282,78,6
1283,178,7
1284,82,18
1285,85,11
1286,11,10
1287,309,9
1288,323,16
1289,162,11
1290,316,11
1291,81,17
1292,330,18
1293,16,1
1294,81,18
1295,204,8
1296,257,9
1297,303,5
1298,257,17
1299,301,3
1300,196,11
1301,281,19
1302,22,20
1303,337,7
1304,215,13
1305,164,13
1306,151,16
1307,222,13
1308,188,8
1309,363,5
1310,273,18
1311,91,17
1312,354,18
1313,338,6
1314,300,10
1315,261,3
1316,184,14
1317,107,13
1318,103,17
1319,174,5
1320,140,2
1321,232,14
1322,209,7
1323,291,15
1324,238,10
1325,156,9
1326,254,14
1327,6,13
1328,230,1
1329,134,7
1330,1,20
1331,243,7
1332,159,3
1333,171,3
1334,269,14
1335,233,2
1336,189,9
1337,49,7
1338,148,4
1339,96,2
1340,19,12
1341,250,17
1342,239,17
1343,121,5
1344,104,11
1345,120,17
1346,235,18
1347,147,11
1348,17,18
1349,316,8
1350,186,5
1351,359,12
1352,35,4
1353,246,19
1354,135,2
1355,35,6
1356,76,13
1357,201,1
1358,110,14
1359,250,13
1360,198,2
1361,252,1
1362,304,20
1363,28,9
1364,172,10
1365,295,12
1366,82,14
1367,166,15
1368,292,17
1369,279,7
1370,60,17
1371,117,19
1372,125,13
1373,243,5
1374,278,12
1375,231,8
1376,282,7
1377,25,6
1378,237,3
1379,59,1
1380,346,17
1381,232,7
1382,160,5
1383,215,13
1384,62,17
1385,125,17
1386,75,17
1387,314,4
1388,127,16
1389,154,8
1390,167,20
1391,253,11
1392,160,2
1393,172,15
1394,274,19
1395,294,19
1396,115,18
1397,308,19
1398,182,4
1399,124,15
1400,143,10
1401,350,1
1402,261,11
1403,44,9
1404,47,13
1405,276,9
1406,353,16
1407,363,20
1408,275,4
1409,105,19
1410,275,6
1411,258,11
1412,34,18
1413,330,9
1414,172,19
1415,52,18
1416,242,2
1417,311,2
1418,2,7
1419,39,6
1420,119,9
1421,273,11
1422,348,17
1423,292,16
1424,210,4
1425,338,16
1426,321,15
1427,266,20
1428,253,3
1429,144,1
1430,180,15
1431,269,14
1432,205,2
1433,52,11
1434,139,1
1435,259,6
1436,349,5
1437,315,2
1438,11,11
1439,363,2
1440,340,18
1441,96,6
1442,287,14
1443,185,16
1444,54,6
1445,216,14
1446,286,17
1447,362,17
1448,128,6
1449,159,18
1450,73,6
1451,153,1
1452,247,10
1453,169,19
1454,176,4
1455,279,5
1456,8,7
1457,34,13
1458,67,3
1459,245,10
1460,44,16
1461,232,10
1462,243,15
1463,9,3
1464,70,4
1465,9,3
1466,363,8
1467,84,17
1468,161,7
1469,176,13
1470,158,3
1471,115,14
1472,266,13
1473,109,7
1474,50,12
1475,8,18
1476,7,20
1477,293,12
1478,262,4
1479,361,10
1480,279,11
1481,282,15
1482,268,1
1483,200,8
1484,46,12
1485,9,10
1486,267,11
1487,118,15
1488,33,3
1489,26,14
1490,75,16
1491,306,11
1492,69,18
1493,181,5
1494,140,20
1495,94,19
1496,123,10
1497,220,18
1498,94,7
1499,169,19
1500,53,2
1501,284,9
1502,363,18
1503,195,2
1504,1,5
1505,47,3
1506,323,15
1507,80,9
1508,348,7
1509,226,12
1510,90,14
1511,357,1
1512,295,2
1513,329,13
1514,89,15
1515,88,13
1516,292,12
1517,179,10
1518,325,16
1519,267,4
1520,196,15
1521,79,8
1522,201,18
1523,248,4
1524,259,18
1525,204,7
1526,73,5
1527,308,18
1528,210,9
1529,81,8
1530,220,4
1531,213,6
1532,4,1
1533,216,20
1534,107,7
1535,340,20
1536,163,16
1537,290,8
1538,115,19
1539,187,11
1540,177,6
1541,348,20
1542,86,17
1543,342,5
1544,66,15
1545,109,19
1546,110,7
1547,318,12
1548,15,20
1549,272,4
1550,181,10
1551,36,12
1552,199,4
1553,226,17
1554,121,2
1555,151,9
1556,16,2
1557,169,1
1558,101,19
1559,216,14
1560,128,6
1561,113,7
1562,221,6
1563,184,16
1564,215,7
1565,356,19
1566,204,16
1567,159,17
1568,99,16
1569,228,16
1570,115,19
1571,164,14
1572,126,6
1573,172,8
1574,52,6
1575,255,9
1576,93,16
1577,227,17
1578,227,16
1579,176,9
1580,312,10
1581,202,2
1582,272,10
1583,299,2
1584,112,8
1585,31,7
1586,80,8
1587,25,9
1588,113,17
1589,251,1
1590,200,19
1591,254,19
1592,309,6
1593,251,1
1594,71,19
1595,268,20
1596,266,10
1597,171,19
1598,109,4
1599,41,9
1600,4,20
1601,229,18
1602,364,6
1603,317,17
1604,247,13
1605,20,2
1606,71,8
1607,114,11
1608,87,8
1609,89,9
1610,2,12
1611,27,3
1612,5,16
1613,326,9
1614,41,17
1615,258,19
1616,61,15
1617,89,5
1618,242,3
1619,31,8
1620,84,15
1621,321,10
1622,208,16
1623,233,7
1624,77,8
1625,243,14
1626,73,2
1627,67,7
1628,102,19
1629,23,4
1630,58,4
1631,97,10
1632,357,20
1633,15,19
1634,167,8
1635,171,3
1636,172,4
1637,68,11
1638,131,18
1639,158,5
1640,218,20
1641,280,4
1642,104,18
1643,57,6
1644,213,8
1645,82,4
1646,313,16
1647,33,18
1648,28,5
1649,201,13
1650,52,1
1651,291,13
1652,71,4
1653,312,13
1654,193,7
1655,90,2
1656,249,8
1657,16,20
1658,166,8
1659,68,15
1660,97,17
1661,310,8
1662,48,10
1663,307,19
1664,297,16
1665,108,2
1666,314,13
1667,308,15
1668,327,16
1669,288,8
1670,5,9
1671,34,11
1672,154,12
1673,80,20
1674,271,1
1675,223,11
1676,103,11
1677,146,3
1678,29,18
1679,236,9
1680,84,7
1681,31,10
1682,304,18
1683,137,9
1684,22,1
1685,176,9
1686,73,11
1687,96,9
1688,151,10
1689,228,7
1690,156,6
1691,238,2
1692,83,17
1693,283,16
1694,131,15
1695,92,5
1696,107,18
1697,316,16
1698,216,2
1699,132,19
1700,319,5
1701,39,6
1702,33,9
1703,272,4
1704,171,16
1705,133,12
1706,133,2
1707,129,9
1708,313,5
1709,112,2
1710,156,12
1711,137,1
1712,45,1
1713,288,13
1714,134,20
1715,64,1
1716,294,19
1717,271,14
1718,117,12
1719,166,20
1720,248,19
1721,84,7
1722,250,6
1723,158,1
1724,243,3
1725,174,2
1726,348,8
1727,132,17
1728,242,11
1729,138,1
1730,50,10
1731,215,4
1732,122,13
1733,356,15
1734,6,9
1735,151,18
1736,18,19
1737,283,11
1738,208,8
1739,278,20
1740,315,14
1741,141,12
1742,78,12
1743,127,9
1744,224,10
1745,111,10
1746,172,7
1747,175,13
1748,114,10
1749,5,20
1750,181,1
1751,216,12
1752,315,14
1753,364,19
1754,45,18
1755,276,14
1756,149,15
1757,89,7
1758,297,20
1759,221,4
1760,56,5
1761,209,20
1762,211,11
1763,116,4
1764,215,10
1765,13,7
1766,189,1
1767,210,9
1768,287,5
1769,6,9
1770,24,12
1771,298,7
1772,180,12
1773,31,4
1774,205,14
1775,59,7
1776,212,18
1777,125,18
1778,30,2
1779,227,10
1780,119,11
1781,177,18
1782,173,11
1783,288,17
1784,11,3
1785,332,1
1786,68,5
1787,323,17
1788,195,2
1789,288,10
1790,107,10
1791,115,12
1792,101,19
1793,230,20
1794,278,10
1795,26,13
1796,184,6
1797,57,18
1798,312,5
1799,316,9
1800,328,20
1801,356,17
1802,146,19
1803,34,7
1804,284,2
1805,337,14
1806,125,1
1807,257,4
1808,262,18
1809,152,10
1810,13,20
1811,5,1
1812,4,18
1813,247,20
1814,154,6
1815,105,13
1816,158,9
1817,278,20
1818,79,4
1819,336,2
1820,315,19
1821,318,7
1822,241,5
1823,333,6
1824,231,11
1825,8,20
1826,54,2
1827,246,10
1828,224,7
1829,87,11
1830,266,10
1831,143,8
1832,57,12
1833,47,13
1834,319,16
1835,233,9
1836,273,17
1837,238,11
1838,20,14
1839,335,13
1840,363,10
1841,49,7
1842,292,11
1843,279,14
1844,364,1
1845,300,14
1846,324,3
1847,137,5
1848,358,14
1849,75,12
1850,301,2
1851,22,2
1852,51,5
1853,84,7
1854,210,5
1855,330,15
1856,180,9
1857,264,12
1858,260,10
1859,328,4
1860,203,2
1861,199,13
1862,289,20
1863,96,16
1864,337,14
1865,248,3
1866,150,13
1867,222,18
1868,55,18
1869,58,15
1870,89,13
1871,352,8
1872,11,11
1873,145,5
1874,55,4
1875,31,20
1876,34,1
1877,252,19
1878,99,10
1879,328,4
1880,233,16
1881,60,9
1882,310,16
1883,191,18
1884,88,10
1885,78,5
1886,273,14
1887,338,8
1888,305,19
1889,308,18
1890,286,13
1891,168,20
1892,220,18
1893,103,18
1894,338,19
1895,340,2
1896,190,7
1897,13,7
1898,66,1
1899,331,13
1900,104,3
1901,64,19
1902,285,18
1903,311,16
1904,107,7
1905,249,20
1906,62,20
1907,326,13
1908,40,3
1909,354,8
1910,231,4
1911,54,5
1912,36,8
1913,66,17
1914,48,15
1915,236,8
1916,80,20
1917,352,9
1918,125,11
1919,11,11
1920,317,11
1921,94,20
1922,95,15
1923,108,15
1924,311,14
1925,345,14
1926,269,7
1927,71,20
1928,358,3
1929,132,15
1930,86,12
1931,80,18
1932,252,1
1933,239,17
1934,365,12
1935,278,13
1936,228,2
1937,113,11
1938,81,20
1939,41,4
1940,232,16
1941,16,18
1942,169,4
1943,145,18
1944,148,3
1945,271,6
1946,46,17
1947,4,6
1948,173,1
1949,58,3
1950,249,3
1951,13,7
1952,203,1
1953,111,15
1954,282,5
1955,203,5
1956,252,12
1957,100,8
1958,240,7
1959,331,16
1960,269,15
1961,333,6
1962,207,20
1963,300,4
1964,282,1
1965,260,15
1966,234,7
1967,26,9
1968,318,9
1969,93,20
1970,90,19
1971,337,4
1972,284,1
1973,276,10
1974,338,11
1975,30,3
1976,113,16
1977,337,3
1978,217,16
1979,348,17
1980,93,9
1981,148,14
1982,33,10
1983,268,10
1984,356,18
1985,138,12
1986,139,4
1987,330,17
1988,197,17
1989,122,1
1990,278,3
1991,150,20
1992,231,5
1993,92,16
1994,176,6
1995,41,16
1996,194,5
1997,185,2
1998,303,15
1999,133,16
2000,70,18
2001,238,6
2002,165,4
2003,211,9
2004,159,7
2005,281,15
2006,54,8
2007,16,2
2008,51,20
2009,338,13
2010,266,18
2011,13,6
2012,124,15
2013,139,12
2014,86,5
2015,285,19
2016,250,13
2017,243,13
2018,115,9
2019,262,16
2020,320,10
2021,58,20
2022,6,11
2023,204,10
2024,16,13
2025,201,9
2026,125,5
2027,59,2
2028,121,16
2029,8,12
2030,260,8
2031,36,12
2032,21,12
2033,20,19
2034,153,4
2035,59,6
2036,137,18
2037,53,1
2038,153,17
2039,237,12
2040,310,4
2041,292,8
2042,79,16
2043,207,7
2044,97,6
2045,295,10
2046,131,9
2047,213,8
2048,120,4
2049,44,1
2050,288,19
2051,359,16
2052,87,11
2053,349,9
2054,353,2
2055,326,9
2056,153,15
2057,314,5
2058,128,10
2059,237,6
2060,10,12
2061,152,8
2062,211,19
2063,134,8
2064,244,2
2065,26,16
2066,11,1
2067,166,19
2068,65,2
2069,73,4
2070,43,13
2071,200,9
2072,37,8
2073,171,16
2074,235,11
2075,30,8
2076,228,18
2077,303,13
2078,210,17
2079,178,10
2080,355,18
2081,164,10
2082,301,8
2083,192,13
2084,121,18
2085,32,14
2086,23,20
2087,32,9
2088,271,18
2089,176,1
2090,287,10
2091,44,6
2092,165,12
2093,102,8
2094,27,5
2095,183,16
2096,279,8
2097,325,17
2098,137,2
2099,337,18
2100,5,10
2101,148,14
2102,183,16
2103,35,8
2104,142,13
2105,356,15
2106,305,9
2107,5,4
2108,317,17
2109,93,4
2110,275,1
2111,285,17
2112,243,11
2113,356,15
2114,208,4
2115,213,3
2116,356,5
2117,279,6
2118,177,7
2119,342,12
2120,223,12
2121,213,13
2122,142,8
2123,167,5
2124,169,18
2125,147,7
2126,59,11
2127,154,15
2128,210,13
2129,89,8
2130,327,6
2131,29,18
2132,254,9
2133,91,15
2134,147,15
2135,339,1
2136,36,7
2137,189,5
2138,210,7
